Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","977","Meat, sheep","2015","2015","7021","Annual value","","94","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","882","Milk, whole fresh cow","2015","2015","7021","Annual value","","94","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","403","Onions, dry","2015","2015","7021","Annual value","","102.65","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2015","2015","7021","Annual value","","106.26","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","236","Soybeans","2015","2015","7021","Annual value","","99.18","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","125","Cassava","2016","2016","7021","Annual value","","73.19","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2016","2016","7021","Annual value","","95.21","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","406","Garlic","2016","2016","7021","Annual value","","155.53","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","56","Maize","2016","2016","7021","Annual value","","91.96","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2016","2016","7021","Annual value","","95.21","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2016","2016","7021","Annual value","","95.21","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","1069","Meat, duck","2016","2016","7021","Annual value","","95.21","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","1017","Meat, goat","2016","2016","7021","Annual value","","95.21","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2016","2016","7021","Annual value","","95.21","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","977","Meat, sheep","2016","2016","7021","Annual value","","95.21","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","882","Milk, whole fresh cow","2016","2016","7021","Annual value","","95.21","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","403","Onions, dry","2016","2016","7021","Annual value","","144.55","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2016","2016","7021","Annual value","","105.51","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","236","Soybeans","2016","2016","7021","Annual value","","104.38","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","125","Cassava","2017","2017","7021","Annual value","","111.22","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2017","2017","7021","Annual value","","90.84","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","406","Garlic","2017","2017","7021","Annual value","","115.86","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","56","Maize","2017","2017","7021","Annual value","","116.93","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2017","2017","7021","Annual value","","90.84","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","90.84","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","1069","Meat, duck","2017","2017","7021","Annual value","","90.84","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","1017","Meat, goat","2017","2017","7021","Annual value","","90.84","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2017","2017","7021","Annual value","","90.84","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","977","Meat, sheep","2017","2017","7021","Annual value","","90.84","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","882","Milk, whole fresh cow","2017","2017","7021","Annual value","","90.84","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","403","Onions, dry","2017","2017","7021","Annual value","","118.26","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2017","2017","7021","Annual value","","113.83","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","236","Soybeans","2017","2017","7021","Annual value","","138.95","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","125","Cassava","2018","2018","7021","Annual value","","118.91","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","","100.76","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","406","Garlic","2018","2018","7021","Annual value","","119.79","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","56","Maize","2018","2018","7021","Annual value","","94.86","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2018","2018","7021","Annual value","","100.76","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2018","2018","7021","Annual value","","100.76","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","1069","Meat, duck","2018","2018","7021","Annual value","","100.76","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","1017","Meat, goat","2018","2018","7021","Annual value","","100.76","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2018","2018","7021","Annual value","","100.76","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","977","Meat, sheep","2018","2018","7021","Annual value","","100.76","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","882","Milk, whole fresh cow","2018","2018","7021","Annual value","","100.76","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","403","Onions, dry","2018","2018","7021","Annual value","","145.9","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2018","2018","7021","Annual value","","92.03","Fc","Calculated data"
"PP","Producer Prices","28","Myanmar","5539","Producer Price Index (2014-2016 = 100)","236","Soybeans","2018","2018","7021","Annual value","","111.16","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","486","Bananas","2000","2000","7021","Annual value","USD","90.8","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","125","Cassava","2000","2000","7021","Annual value","USD","80.8","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2000","2000","7021","Annual value","USD","1133.3","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","406","Garlic","2000","2000","7021","Annual value","USD","1363.4","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","56","Maize","2000","2000","7021","Annual value","USD","150.1","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2000","2000","7021","Annual value","USD","1684.2","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1069","Meat, duck","2000","2000","7021","Annual value","USD","1586.6","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1017","Meat, goat","2000","2000","7021","Annual value","USD","2331.8","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1035","Meat, pig","2000","2000","7021","Annual value","USD","1666.7","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","257","Oil, palm","2000","2000","7021","Annual value","USD","133.6","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","403","Onions, dry","2000","2000","7021","Annual value","USD","229.9","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2000","2000","7021","Annual value","USD","362.1","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","27","Rice, paddy","2000","2000","7021","Annual value","USD","190.5","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","236","Soybeans","2000","2000","7021","Annual value","USD","294.6","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","486","Bananas","2001","2001","7021","Annual value","USD","82.4","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","125","Cassava","2001","2001","7021","Annual value","USD","62.2","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2001","2001","7021","Annual value","USD","1173.7","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","406","Garlic","2001","2001","7021","Annual value","USD","1068","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","56","Maize","2001","2001","7021","Annual value","USD","130.8","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2001","2001","7021","Annual value","USD","1527.7","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1069","Meat, duck","2001","2001","7021","Annual value","USD","1495","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1017","Meat, goat","2001","2001","7021","Annual value","USD","2509.7","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1035","Meat, pig","2001","2001","7021","Annual value","USD","1464.4","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","254","Oil palm fruit","2001","2001","7021","Annual value","USD","26.9","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","257","Oil, palm","2001","2001","7021","Annual value","USD","96","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","403","Onions, dry","2001","2001","7021","Annual value","USD","432.8","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2001","2001","7021","Annual value","USD","262.6","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","27","Rice, paddy","2001","2001","7021","Annual value","USD","160.2","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","236","Soybeans","2001","2001","7021","Annual value","USD","307.7","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","486","Bananas","2002","2002","7021","Annual value","USD","89.3","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","125","Cassava","2002","2002","7021","Annual value","USD","61.2","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2002","2002","7021","Annual value","USD","1165.9","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","406","Garlic","2002","2002","7021","Annual value","USD","996.4","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","56","Maize","2002","2002","7021","Annual value","USD","130.3","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2002","2002","7021","Annual value","USD","1445.7","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1069","Meat, duck","2002","2002","7021","Annual value","USD","1407.3","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1017","Meat, goat","2002","2002","7021","Annual value","USD","2574.6","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1035","Meat, pig","2002","2002","7021","Annual value","USD","1416.8","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","254","Oil palm fruit","2002","2002","7021","Annual value","USD","32.2","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","257","Oil, palm","2002","2002","7021","Annual value","USD","114.9","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","403","Onions, dry","2002","2002","7021","Annual value","USD","267.8","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2002","2002","7021","Annual value","USD","259.5","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","27","Rice, paddy","2002","2002","7021","Annual value","USD","170.9","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","236","Soybeans","2002","2002","7021","Annual value","USD","226.1","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","486","Bananas","2003","2003","7021","Annual value","USD","93.5","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","125","Cassava","2003","2003","7021","Annual value","USD","74.7","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2003","2003","7021","Annual value","USD","1123.5","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","406","Garlic","2003","2003","7021","Annual value","USD","806.6","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","56","Maize","2003","2003","7021","Annual value","USD","125.1","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2003","2003","7021","Annual value","USD","1407.9","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1069","Meat, duck","2003","2003","7021","Annual value","USD","1489.8","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1017","Meat, goat","2003","2003","7021","Annual value","USD","2524.9","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1035","Meat, pig","2003","2003","7021","Annual value","USD","1352.8","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","254","Oil palm fruit","2003","2003","7021","Annual value","USD","37.5","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","257","Oil, palm","2003","2003","7021","Annual value","USD","133.8","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","403","Onions, dry","2003","2003","7021","Annual value","USD","249.8","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2003","2003","7021","Annual value","USD","278.9","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","27","Rice, paddy","2003","2003","7021","Annual value","USD","163.1","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","236","Soybeans","2003","2003","7021","Annual value","USD","242.1","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","486","Bananas","2004","2004","7021","Annual value","USD","106.3","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","125","Cassava","2004","2004","7021","Annual value","USD","72.8","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2004","2004","7021","Annual value","USD","1217.9","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","406","Garlic","2004","2004","7021","Annual value","USD","816","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","56","Maize","2004","2004","7021","Annual value","USD","157.2","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","867","Meat, cattle","2004","2004","7021","Annual value","USD","2083.5","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2004","2004","7021","Annual value","USD","1539.5","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1069","Meat, duck","2004","2004","7021","Annual value","USD","1193.5","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1017","Meat, goat","2004","2004","7021","Annual value","USD","2725.6","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1035","Meat, pig","2004","2004","7021","Annual value","USD","1730.4","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","254","Oil palm fruit","2004","2004","7021","Annual value","USD","60.8","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","257","Oil, palm","2004","2004","7021","Annual value","USD","217.3","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","403","Onions, dry","2004","2004","7021","Annual value","USD","276.2","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2004","2004","7021","Annual value","USD","259.3","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","27","Rice, paddy","2004","2004","7021","Annual value","USD","168.6","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","236","Soybeans","2004","2004","7021","Annual value","USD","359.7","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","486","Bananas","2005","2005","7021","Annual value","USD","119","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","125","Cassava","2005","2005","7021","Annual value","USD","70.8","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2005","2005","7021","Annual value","USD","1214.2","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","406","Garlic","2005","2005","7021","Annual value","USD","1235.4","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","56","Maize","2005","2005","7021","Annual value","USD","144.8","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","867","Meat, cattle","2005","2005","7021","Annual value","USD","2311","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2005","2005","7021","Annual value","USD","1654.2","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1069","Meat, duck","2005","2005","7021","Annual value","USD","1451.8","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1017","Meat, goat","2005","2005","7021","Annual value","USD","2780.9","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1035","Meat, pig","2005","2005","7021","Annual value","USD","1858.7","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","254","Oil palm fruit","2005","2005","7021","Annual value","USD","50.3","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","257","Oil, palm","2005","2005","7021","Annual value","USD","179.6","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","403","Onions, dry","2005","2005","7021","Annual value","USD","517.9","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2005","2005","7021","Annual value","USD","488.3","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","27","Rice, paddy","2005","2005","7021","Annual value","USD","189.3","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","486","Bananas","2006","2006","7021","Annual value","USD","121.1","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","125","Cassava","2006","2006","7021","Annual value","USD","100.4","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2006","2006","7021","Annual value","USD","1391.4","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","406","Garlic","2006","2006","7021","Annual value","USD","1749.6","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","56","Maize","2006","2006","7021","Annual value","USD","176.8","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","867","Meat, cattle","2006","2006","7021","Annual value","USD","2597.3","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2006","2006","7021","Annual value","USD","1830.6","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1069","Meat, duck","2006","2006","7021","Annual value","USD","1616.7","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1017","Meat, goat","2006","2006","7021","Annual value","USD","3159.7","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1035","Meat, pig","2006","2006","7021","Annual value","USD","1929","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","254","Oil palm fruit","2006","2006","7021","Annual value","USD","53.4","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","257","Oil, palm","2006","2006","7021","Annual value","USD","190.7","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","403","Onions, dry","2006","2006","7021","Annual value","USD","730.2","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2006","2006","7021","Annual value","USD","377.3","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","27","Rice, paddy","2006","2006","7021","Annual value","USD","203.8","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","486","Bananas","2007","2007","7021","Annual value","USD","144.5","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","125","Cassava","2007","2007","7021","Annual value","USD","101.8","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2007","2007","7021","Annual value","USD","1699.6","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","406","Garlic","2007","2007","7021","Annual value","USD","1539.8","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","56","Maize","2007","2007","7021","Annual value","USD","213.7","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","867","Meat, cattle","2007","2007","7021","Annual value","USD","2867.3","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2007","2007","7021","Annual value","USD","2269.1","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1069","Meat, duck","2007","2007","7021","Annual value","USD","1888.3","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1017","Meat, goat","2007","2007","7021","Annual value","USD","3522.5","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1035","Meat, pig","2007","2007","7021","Annual value","USD","2206.5","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","254","Oil palm fruit","2007","2007","7021","Annual value","USD","85.6","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","257","Oil, palm","2007","2007","7021","Annual value","USD","305.7","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","403","Onions, dry","2007","2007","7021","Annual value","USD","509.9","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2007","2007","7021","Annual value","USD","406.7","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","27","Rice, paddy","2007","2007","7021","Annual value","USD","243.1","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","486","Bananas","2008","2008","7021","Annual value","USD","162.4","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","125","Cassava","2008","2008","7021","Annual value","USD","120.9","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2008","2008","7021","Annual value","USD","1933.1","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","406","Garlic","2008","2008","7021","Annual value","USD","1300.9","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","56","Maize","2008","2008","7021","Annual value","USD","252.4","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","867","Meat, cattle","2008","2008","7021","Annual value","USD","3293.1","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2008","2008","7021","Annual value","USD","2325.9","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1069","Meat, duck","2008","2008","7021","Annual value","USD","2163.9","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1017","Meat, goat","2008","2008","7021","Annual value","USD","3950.4","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1035","Meat, pig","2008","2008","7021","Annual value","USD","2647.4","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","254","Oil palm fruit","2008","2008","7021","Annual value","USD","111.7","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","257","Oil, palm","2008","2008","7021","Annual value","USD","398.9","Fc","Calculated data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","403","Onions, dry","2008","2008","7021","Annual value","USD","993.2","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2008","2008","7021","Annual value","USD","996.8","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","27","Rice, paddy","2008","2008","7021","Annual value","USD","318.8","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","486","Bananas","2009","2009","7021","Annual value","USD","182.5","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","125","Cassava","2009","2009","7021","Annual value","USD","121.4","","Official data"
